"CommentID","AuthorChannelID","AuthorDisplayName","Comment","PublishedAt"
"UgwmBAvqI95d1P1HOip4AaABAg","UCloKNSOIsJnLKu4TguqP2gw","Carin","She's not paying attention to you she's paying attention to the food if you don't have food she's gonna blow you off that's obvious it's really really sad that you teach people how to train dogs you can't even walk your own dog your dog has no manners and sure Maybe you could do everything in the house with no distractions but it's clear this dog has no manners and if you don't start telling this dog NO you're gonna have a nightmare and you just pretend fake fake that it's all good now your going to need help and you can't do it all purely positively you've got to have correction in their always. So all your fluffy pure positive shit does not work  You end up with reactive dogs dogs consistently pulling on the leash dogs lunging at people or animals and that is where your dog is headed if not doing it already probably but I bet you don't know how to correct it give me 3 days and I could fix that hands down no problem easy when you're a balanced trainer cups of food food food hot dogs and  more hot dogs doesn't matter when the dogs prey drive kicks in..","2021-01-03T20:17:44Z"
"UgxsX9xuirpsBfzAODF4AaABAg","UCtzgpiUK3_PJdVtj5pCkASQ","A JR","i would never give my dog that many f ing treats","2021-01-03T17:59:37Z"
"UgxgT5wuQ2cxnhPwQF14AaABAg","UCtMoTA7In-R_OpOy_8qt29g","Katrina Piunno","What a beautiful dog! With a lovely name. <3","2021-01-03T00:49:02Z"
"UgxnUNWoAjq4cjs5Aap4AaABAg","UCMRNGhQNK_JsNIIYYxfPTNg","Jo W","Its such a relief to see a dog that is untrained and how this actually works in practice. Thank you . I’ve learnt so much but most importantly I’m learning patience and perseverance 🙏🏻","2021-01-02T12:12:09Z"
"Ugxt3h4GNTqjJkENSfF4AaABAg","UC3GUx66NaV2tld1v8Z5vzWQ","Andy Pierce","How do you train a Hound. I have an Aussie Hound Mix and she follows her nose. Got any advice?","2020-12-31T18:07:10Z"
"UgwbNPV-cwycyfShqdt4AaABAg","UCgfDAYnCBUmpk6WG3x91hhg","T Lemay","Thank you so much for this video.  It’s exactly what we have been looking for and need to train ours.","2020-12-29T01:06:37Z"
"UgyE7ALILO9B6N6MYHR4AaABAg","UCfuubXgsWTvPDHOTrZnNz-Q","Michael Ross","Leafblower is ideal 😂 I read your book, and im meeting a potential running buddy tomorrow. I like your training style. Im excited to build a bond for years to come","2020-12-29T00:48:13Z"
"UgzHTN5YLFgEWJTNGxt4AaABAg","UC5ZemXSfY6aIJpL4fgwb0mQ","Keely McBatra","this title does not lie, this is exactly what it's like to leash train a high energy dog","2020-12-27T22:37:29Z"
"UgymVBj0qWsr-BA1ZeZ4AaABAg","UCzlukQ0cAiqDlPD0q4tR11Q","Frank Lukay",".","2020-12-26T03:14:00Z"
"Ugy58-8Gw8hyd022ViN4AaABAg","UCL98DEmLcmrI716FjKq6Jng","Vanessa Gutierrez","What treats do you use for training? Sometimes when leash training my dogs they seem uninterested in the treats. What’s recommended for that?","2020-12-25T01:15:42Z"
"Ugxb2eZJzv2EShGdzEF4AaABAg","UCG2ib5iACPL06NKpFhOoAEQ","Crafty_Jana Loser","I really love your videos! I just got a new ESA puppy and am using some of your videos to help me with her training. I would love a video on how to get a puppy/ dog to be calm in a dr. Office for my visits since it’s a lot of stimulation there","2020-12-23T19:47:27Z"
"UgwGVpuqBbX1kCEiofB4AaABAg","UCmAvqJGeBCwuvN-pwFuSuAA","Xiao Lin Zhang Rau","Thanks","2020-12-23T02:49:48Z"
"UgxjbbeAPX2o9NIfaR54AaABAg","UCCb_FkyHAeslvgpiBTwyZfA","Eliza Christila","What if my dog isnt even interested in the treats anymore when were about to go on a walk , its hard to reward and train her in public when she doesnt even care about the treats","2020-12-21T16:04:24Z"
"Ugz0lOqquoUylt529nR4AaABAg","UCdCFm_qy-nf_iNCdygiqtNg","Samantha Stewart","I love how he talks to her 🥰","2020-12-20T20:30:26Z"
"UgxOwj3mUNN-x3MMnVt4AaABAg","UC7ehBU2Qvq7z5wf8kTHVkYw","Feel Good Nutrition and Fitness","anyone have any ideas for a reward when your dog isn't food oriented? No snacks/treats interest him. Even tried cooking and using chicken.","2020-12-18T21:59:42Z"
"Ugy4tbAjnUtzwrhLju14AaABAg","UCjfyOTb_GkQL62FYLkqb20A","Airline Dave","Hey Zak I’m a bit confused on wait and stay? Are they the same command?","2020-12-16T18:15:09Z"
"UgxNEf-nxdKG9EWUVht4AaABAg","UCaCLADwgbA48wbhvkN-JmEg","sarah deason","👍👍","2020-12-16T10:36:48Z"
"Ugxz9L7O6-Tom_mgwRh4AaABAg","UCJ-F_SqlLa6_LTDcTphOPhw","Natalie Loranger","I want to see him rain my labs. We can’t even walk them without getting dragged","2020-12-15T17:42:45Z"
"UgyoTiO0mJTjeVj2uYJ4AaABAg","UCfvUX3kwkdpT1Eiiovpzxbg","Thanhsmasher","Today I tried to leash train her by making her sit before wed walk again if she happened to pull (side not she hates when either me or my bf walk ahead if were not the ones holding her leash) and my bf was ahead and she got so frustrated I guess that she started to jump on me and nip. I Pinned her down till she calmed down. She's really sweet so when throws tantrums like this I get so frustrated and im not sure what to do. Previous times her trainer has pinned her for sec when she gets to excitable and such. HELP. She's a golden and is 8 1/2 months old.","2020-12-14T21:26:12Z"
"Ugx3-VyHVBrTTYcd17F4AaABAg","UCJ8WO9TRMBvk1LUR1R_Susw","Ram Barlev","Which leash set up are you attaching to the dog?","2020-12-14T14:53:03Z"
"UgyUyqMMmMaVIEUatvx4AaABAg","UCSicDGhmVJwFi8eL5PRKSiw","Brigid Pfenninger","My dogs would rather forage for cat shit than listening to me or for treats.","2020-12-12T00:31:29Z"
"Ugz54vITe70Qr4gMg_p4AaABAg","UCZZGLkFxOePhfNOjndfe1Aw","ZeroSwiz","Lol I thought I recognized his backyard. He lives in the same neighborhood 😂","2020-12-10T05:09:06Z"
"UgyS7jqYPpAtXYMHDsJ4AaABAg","UCrKxUS4eXvbz0CHcd1iSFOA","Shane B","Can you teach us how to throw a frisbee next 🤣","2020-12-10T02:28:44Z"
"Ugw1A_2eTP9MT3SOv8R4AaABAg","UC6D98rY7SDXDexraGmTyXZQ","M B","My dog doesn't eat in public. So treats dont work with him. A ball or stick is much more interesting. I cant use these of the street though, so although hes leant to listen and stay in a park or open space on a normal walk in the street he does pull. I need a toy we can play with in the street. Any ideas?","2020-12-09T20:15:08Z"
"UgwfMFkucvjIZtzhJP14AaABAg","UCCkUvT4NGfti3EdaV5qgPuA","matt heo","lost it at ""stereo smelling""","2020-12-09T08:59:58Z"
"Ugx1iG9I0dB0MmJmgd94AaABAg","UCHh5vvXxLDLVfUKJfpyrJ8w","Julian Espino","Daniel Larusso is that you","2020-12-09T00:32:11Z"
"UgwLH_TR-J2vHLoVh_94AaABAg","UCUBgPFYd6ub5zE-Bn6sxRBQ","Mercy Urbina","IDK this dog seemed way to calm and already highly trained.","2020-12-08T22:34:49Z"
"Ugw0z4x9FLd8SJ5mtDZ4AaABAg","UCDzb6Z-zo_QhMkyJ6r5tifA","Paul Valenta","thanks!!!","2020-12-08T01:08:34Z"
"UgzU0gRK2K6GlzH5ca54AaABAg","UC-DP6R9kJ3glcaOsXT7Vuqw","Lori Perkins","I didn’t want the ad for the food , I wanted the LESSON,","2020-12-07T17:30:09Z"
