"CommentID","AuthorChannelID","AuthorDisplayName","Comment","PublishedAt"
"UgxAW1u__G4Fmc1W8m14AaABAg","UCij2FalYQaF8SBzvH88hBIg","Beyza Nur","I finished",2021-03-01 18:16:32
"UgzS0BYrVfHcuz1zGsx4AaABAg","UCpBucNR4OUUSdnOAVjk9PSw","Rukiye Özkan","I gues i am dying",2021-03-01 14:10:53
"Ugz8cA2rdHADBpZyd1Z4AaABAg","UCpBucNR4OUUSdnOAVjk9PSw","Rukiye Özkan","It's just a warm-up, right?🥵",2021-03-01 14:10:12
"Ugz7IQ12nGT4GyONfDB4AaABAg","UCeY1vUOyoOGe47fUB3ESeOw","Morgan Chorley","I got a burst of motivation this morning and I surprisingly found this quite easy to say I haven’t exercised since before Christmas 😂",2021-03-01 11:23:36
"UgzukBcqughqVx6RA-B4AaABAg","UCMJ5HmTp_vq-hqaCnkwasCw","papi juho","I'm starting my 4 weeks program today, and I won't update my progress untill I finished it, see y'all in April 😌",2021-03-01 10:13:42
"UgxUebxWrdnMiNIeFxx4AaABAg","UCf-WByTA2crUtOLYghpl_Jg","lala la lainha","does it really works?",2021-03-01 07:45:48
"UgzzoSA4hPRAUsyjGVV4AaABAg","UCtxMX48-wHqT9cVtsd5CIjQ","Hà Nguyễn Thanh","This work is very effect",2021-03-01 01:10:14
"UgzttjAXD3R3hujqOY54AaABAg","UCInX98MKJ-bMA8IvAcK2keg","no name","danngggg that was tough! im shaking after doing this but really thank you for sharing! this will be a great move to start for myself.",2021-03-01 00:16:02
"UgxUcw2J-NsKFxo8nSR4AaABAg","UC2tNJDE8yu_ONqMsGWwdkUA","Venn","Holy shit, my breathing is probably heavier than i am after finishing this",2021-02-28 22:42:14
"Ugw-TkDHx3BTapuUM7F4AaABAg","UCbRNlMx67USkHPWoplXu78w","Al'binaFarz","эта разминка показалась мне целой тренировкой",2021-02-28 17:04:40
"UgwGnFBGj-QFn2yIE_B4AaABAg","UCwl6oMZutwPS1UrZ0-fQUMg","Razelle M","how much calories  can I possibly burn in doing this? Thank you!",2021-02-28 14:45:43
"UgwhJqgBUmuganR6UTF4AaABAg","UCc1e2pLas8wYsQs8T90ZbVw","Premiumx","I love how I feel like I just ran a whole marathon from just a warmup",2021-02-28 08:04:52
"Ugw0d-HGwAilrMnhx9t4AaABAg","UCnSednrUPEfap4NV8hJlPIQ","Kübra boz","Çok iyi 👍",2021-02-27 20:07:31
"UgyQ6AfcZKg-OEdJsdd4AaABAg","UCaboAeBpUOhiX1hn2rAxqTA","Setayesh Lord","Great",2021-02-27 12:40:13
"UgybehX5A81Iy-mNcsJ4AaABAg","UCwDgCDjobjgy90cujiD1l2g","Mohsina Mistry","I'm a beginner..like I've never worked out before. Could i just start with this as my workout and later continue with the actual workout?!",2021-02-27 11:33:54
"UgyRrYc6kgXOq4s5r3x4AaABAg","UCoSfxOLZjqh0ieGvbqi2YgQ","02 Angel Wien","Day 5 ✅",2021-02-27 10:07:27
"Ugy6WgtRSgz5JjFcOUF4AaABAg","UCuwgOfq8qaWmUETmgsqVVDw","LovelyLena","Ok so I went into a chloe workout without doing a warmup and cooldown and sis I regretted that so much. 😭",2021-02-26 22:15:20
"UgwtVNr41HMGVc0ikMd4AaABAg","UCbFwZK4SklznzcQLnOdcpHw","Samantha Taylor","Do the arm circles make anyone else feel super sick?",2021-02-26 17:50:19
"Ugx6QS3IfDA0G6TtzMh4AaABAg","UClvsingZIIGLt3Wi_tHLhmQ","Gunel Huseynli","After this 6-min video my heart is just like jumping out of my chest",2021-02-26 13:42:35
"UgyLHRLYvxik5n2E_xp4AaABAg","UCG96NGC37mXecWtTab28hYw","Moon 222","Man I’m so tired only after this wam up
No energy for the real time workout",2021-02-26 11:35:16
"UgzTV4IDctHZstO9tR54AaABAg","UCnwMd-nCISvSXOVRaceziLw","Constantia","Day 5 ✨ keep going and stay dazzling ❤️",2021-02-26 09:06:09
"Ugz7Oa-frP4OxntYrup4AaABAg","UCJ_6Tr-7Jmb2YYpUi_Y4n-g","Isa S.","So good! ☺️",2021-02-26 05:08:53
"Ugxoj72bpQc2beSNu4Z4AaABAg","UCAbgdfUtN7kxCaNvZYAR_tA","zeynep şenoğlu","Türk yokmu gercekten burda suan dfghjukıohgfjukı",2021-02-25 16:55:18
"Ugwso69fMIrc53SSD2F4AaABAg","UCLcwU_PW5qgAtUhG2EDwNLQ","hannah n","who else is here in 2021 to get that summer body ?",2021-02-25 16:35:51
"UgzJhI14sPzb5YBjurN4AaABAg","UCfz2T6MN-Hy6JoV1tdnV4lw","Lea Norway","Ok guys so Imma update 

Day 1: ✅ 

Breakfast: skip
Lunch: Sausage and rice 
Dinner: Sausage rice 
Snack: Skip


Day 2: Rest

Breakfast: chocolate bisquit
Lunch: Sausage and rice 
Dinner: Sausage and rice 
Snack: Chocolate bisquit

Day 3: ✅

Breakfast: Chocolate bisquit 
Lunch: Fried chicken and rice 
Dinner: L o a d i n g",2021-02-25 12:08:45
"UgwHWdZ8WHnDbPPPe6x4AaABAg","UCd82mNKsfrIEvOQN4CElUEQ","Annisa Salsabila","Baru warm up aja rasanya mo meninggoy",2021-02-25 10:06:29
"Ugw-PGkXvbqNwZ3MGB94AaABAg","UCENLBVBAzqan_JhK_-I7ojg","Aleandra V","ok why am i dying from a warm up 😅",2021-02-24 23:35:52
"UgyGwgFLM6RxHoJGqpl4AaABAg","UCvPx4S8QdehurF79-hE1tnQ","Mara-Lane Kelley","Even though I’m only on day 2, I felt that the warm up was a lot easier than yesterday!",2021-02-24 21:51:30
"UgxlaBWuIxl8-HvBoAZ4AaABAg","UCl2LfZ8P8HC_oEYeSIFiTBQ","valerie molina","Hello guys, gals, and non-binary pals, here’s your daily reminder that you’re worth it :)",2021-02-24 21:14:25
"UgxFR9Bm2_P8yuqkAwR4AaABAg","UCHH7Hknxy2WJOsCxs5d_7Jw","Leiyah Johnson","Oh my gosh thank you so much, I lift weights and my arms get so stiff after a few weeks, this really helped!",2021-02-24 18:06:45
"UgxGA8k_Qno-vZMor_h4AaABAg","UCAiJuv7NzDivmI5ZFHclTSw","Bon Bonne Bonjour!","Wait this is a “warm up” before exercising?????  This is the full exercise routine for me😂😂😂",2021-02-24 18:00:34
"UgwGPcT9p6Grz46cuX14AaABAg","UCeC7zHkAWhwxua36qeBYmJw","Lena S.","It's high time to get fit for the summer",2021-02-24 13:49:33
"UgxtuMTtbMjQcvgg07x4AaABAg","UCTasqAWhXGALwWcJR2ASoOw","Elle Holli","Day 6: get fit challenge
So far this one is fun, but I've been also incorporating hiit workouts because I enjoy them.",2021-02-24 13:42:37
"UgwLJXS3QBdfYT5Spep4AaABAg","UCnwMd-nCISvSXOVRaceziLw","Constantia","Day 3 
It's so easy now 😂
Keep going and stay dazzling ❤️",2021-02-24 11:33:04
"Ugzom6_nzdZf83h5fz54AaABAg","UCd-IjLA58Xx_bFqQ46MBZPA","Michael Jacob Delos Santos","12 excercise
30 seconds
No rest

1. 30 secs - March
2. 30 secs - Cross body toe touch
3. 30 secs - Overhead reach
4. 30 secs - Arm circles (15 secs clockwise & 15 secs counter-clockwise)
5. 30 secs - Inchworm + raise arms 
6. 30 secs - Lunge Tap
7. 30 secs - Side lunge 
8. 30 secs - Squat Cross Arms
9. 30 secs - Low Lunge + alternate legs w/ raise arm
10. 30 secs - Leg circles (15 secs each Leg)
11. 30 secs - Standing CRUNCH
12. 30 secs - Cross Jacks",2021-02-24 10:40:36
"UgxV5mZJv-lgPj4vElR4AaABAg","UCA-eSt-faXTu9L-1mZHvyGw","Kaorinotfound","Ive been forced to do this by my teacher",2021-02-24 08:57:50
"UgypOyrJ6t5ywQiadp94AaABAg","UCYoQqHAPvqWxLaaFbw9_9Kg","Shamma .F","Im breathing way too hard for this to be a warm up",2021-02-24 01:28:34
"UgyFIx-d_sdQK8K75Fl4AaABAg","UCFH39eM62K2h-2btkfKrOMg","Carolina 2022","Mds do ceu q isso é so o aquecimento",2021-02-23 22:40:03
"UgwBkQJ0fPC4ci2Enzt4AaABAg","UCdNPw43mOsWVPHGMbhCED6A","Layanne Moraes","Eu sou o comentário em português que você tava procurando",2021-02-23 22:26:17
"UgzX3ZXQJy80ByCSDyx4AaABAg","UCxkdkJ3PUDLA1YdEVw3I2fQ","Pkmn Trainer Cupcake","If I do these warm-up exercises before working out my glutes, will I get faster results? I need answers please.",2021-02-23 18:02:55
"Ugw-bynZVcFIpvo9Qkx4AaABAg","UC2QdMVFKZv9W5tBjomDO7yw","Ariyah Iman","loving the outfit colour",2021-02-23 14:44:30
"Ugw4dsRp3dwgzD1FqSx4AaABAg","UCyxpaQ-riY7ltuqUDxfltqA","Marina Mori","Chloe, after several lockdowns -I forgot how many-  and,  more than a year of almost no social contact,  I lost my motivation to exercise and I gained 6 pounds.   I need some serious help.  Any advice!! PLEASE help because  I dont like the way I look.... Feb. 22, 2021",2021-02-23 12:37:18
"Ugx-9P-ooie81dQEs8Z4AaABAg","UCnwMd-nCISvSXOVRaceziLw","Constantia","It's a lot easier on day 2👍 keep going guys ❤️",2021-02-23 11:11:36
"UgzR4XIkJraUpCduaG54AaABAg","UCnwMd-nCISvSXOVRaceziLw","Constantia","Day 2 
I'm hurting from day 1 but at least I'm motivated to keep going 😁 IT HURTS 😬🥺",2021-02-23 10:58:30
"Ugx4xgQUIQ59YeUBE3J4AaABAg","UCRxWGYBR_Sb1vi1hQLcsE3g","Mr Mackai","Am I the only dude here?",2021-02-23 06:25:12
"UgwD8--ZVLOlhy1B0zN4AaABAg","UCDChMFz4kIh-OJTZNJlXT0A","lovely littlegirl","I had to lie down to catch my breath after the warm up ma'am😩",2021-02-23 04:55:44
"UgwfwZ4XYIl26APMbZR4AaABAg","UCdJVUBfYCJfwwLbwKBeVh4g","Robbie","anyone else did her workouts, saw progress, stopped and got out of shape again",2021-02-22 21:33:21
"Ugx0lVn9th7SFYRV4VV4AaABAg","UCcKwkjrlbjg8HjOEExgfhhA","Luckymee1 Duck","Just took one look at the thumbnail and knew this would be embarrassing to replicate in the gym. 😂",2021-02-22 20:40:32
"UgwMx8yXbnJbLYbttSV4AaABAg","UCAbJBNuxLn2Js4JKxsj4szw","FumadoraDe Guaraná","Tô morta no aquecimento",2021-02-22 18:11:58
"UgxzRra1W20eXSzVAyF4AaABAg","UC_v7euUzqM4PSb8E1zjwxuQ","Jahara M","I love how happy the warm out was and how the music was so happy it’s tricking me into think the next workout for the 2 week shred isn’t going to completely fold me",2021-02-22 17:45:37
"Ugyp_cWgl1DFGcMYlhp4AaABAg","UC0TboXmhBNdbJNljiszoL2g","• Gacha - Sage •","WHAT I JUST WANNA BE SKINNY SUM. JCKCICIFHH",2021-02-22 17:35:46
"UgzoPm7n7YrSw-D-bVl4AaABAg","UCCaLSs-WojENq7EdMSJqhRA","Triniqueen 2xx","Me and Chloe Ting have a love hate relationship at the moment. I know these exercises will work but it’s just too much for me to do. That’s why I can never see results because I end up giving up.",2021-02-22 06:18:47
"UgwHYBTnWdv0fVRjJlp4AaABAg","UCvN0M-vSAUjbaONWbI59wOQ","Jenna Gallagher","Anyone else Lying in bed watching this video thinking it’s gonna magically make you skinny?",2021-02-22 02:41:04
"Ugyf_7inmPVAU76IF9t4AaABAg","UCzar6n_yKan2wtpFNKoZt-w","Khang Võ","thank and love you",2021-02-22 00:28:52
"UgyOXbXUHxAYWmW1hZV4AaABAg","UCOVTxOdcs18MYkpAifWTn4w","sky","daddy chill 🙄🤚🏻 im on my period 🛑",2021-02-21 19:30:08
"Ugz2CC8XyDrPbYk7kB14AaABAg","UC00KBo7z-lOw1eEhpA7Ux8Q","IndieTok","Hey ur amazing i hope u know God loves u (if ur not a believer sorry if that statement made u upset) ur all beautiful and amazing have a blessed day",2021-02-21 18:08:41
"UgwP2roxGx1LNjQaJ2J4AaABAg","UCfgQhCNXF8RH1ETbQ9Q3Mcg","사랑해Tae","As a teenager can I do all 12 warm up before my morning workout??

Reply me please!!",2021-02-21 14:10:21
"UgwR_fTW6Pw5hzaACpJ4AaABAg","UCSEMdQ1XYeQH8BFTgIv1LvA","Knitting & Crocheting Platform","Warm up? Me no... Done for the day😅",2021-02-21 04:34:26
"UgzK1wOqJcWHdXmXKwN4AaABAg","UCB8xEBUNDaY1k25VREEM53w","Eryn UwU","i am watching this because i feel hurt on my leg after jogging because i dont warm up😭",2021-02-21 04:27:57
"UgzlYETEFwuL6ACEpex4AaABAg","UCuOKnem-E_RV5IWXlH1aVEw","Ole Fella","All the best to everyone who is trying to get this hourglass body.

 Wishing you a good day!    💞 💞 💞",2021-02-21 01:37:00
"UgwN-f7ePOfs66alVmZ4AaABAg","UCs4GI7WdOIo4boL8eQhVCtg","Melissa Schuster","morri so aq imagina o resto",2021-02-21 00:18:14
"UgzrV1YczNqhbF6cFdt4AaABAg","UCHh4gvPZLHcwab_ZukEs53w","Uh What","This one was actually a easy I'm definitely warm but I am tired 😂 And to make it worse right when I finish my brother ask do I want pizza💀✋🏼",2021-02-20 19:32:59
"UgzIBYVGNMf8PqO91kt4AaABAg","UCl-LTeZw3mrAy1AMc8hMEZw","Rae Circe","I lost 15 lbs by following your workouts just randomly. I literally choose which ones I love the most and it’s been a life saver!! 😍😍😍😍😍",2021-02-20 16:44:58
"Ugz_CXP3AtR_CvfC-rp4AaABAg","UCsqkw4f-Lmr_JPan4IyIUsw","Eiwahz _","I liked this warm up, it wasn't too hard (except for the floor exercices, I did stretching instead) but when I tried to do a workout after I felt like I was dying. Maybe because I don't exercice enough?
But I'll continue to do the war up everyday (maybe twice a day for it to be as effective as a workout?) because it felt good!",2021-02-20 13:34:02
"Ugx-f6F6kGFTw-XAoZ14AaABAg","UCvz1SDWmzn2ZGEqYozGHsHw","Matt Tommo","1week of working out, just 1inch. Now, i make the step 2,3,4,5 and 6 into 2mins. Not bad right?",2021-02-20 04:05:20
"UgwT-Hb4ijU_ofPxt5d4AaABAg","UCs2CvjQKvWqOFnigiiRJTfw","Myriam Sidibey","can't yall notice how good it feels when you finish your workout. then you step outside and the cold air touches your body. IT FEELS SOO GOOD!",2021-02-19 22:13:29
"UgyZj87rG3hcP0KlZbF4AaABAg","UCZHqgr7E1-XfD6InAlf89yw","Stefany Rendon","This is the 5th time during quarantine that I try to start exercising, everytime I stop after one or two weeks. I really need this, but somehow I can't find the energy to keep up everyday, I need help bc I really want to do this, I'm just lazy",2021-02-19 20:56:36
"Ugz5IKJvSlxbSWe-S3t4AaABAg","UCuUFBKGTRqSg5ENZzf9TNYw","natesmyid","im already worn out by the warm up mfg",2021-02-19 17:47:47
"UgyOTSreSazpXQ-EUR94AaABAg","UCpkyHFHLVm2I7RF4t1CrVGQ","Hillary Roberta","Eu dps de me “alongar” 🥵🤡",2021-02-19 12:08:37
"Ugx1ueA5Ou9EGIgGozd4AaABAg","UC1lMeWQvixCGe_4f9gZrZzg","Ruksana Sultana","Plot twice: We can all lose weight without doing the workout and just doing this 💀",2021-02-19 01:50:40
"Ugz2Gj2Ylsh09YIWGyZ4AaABAg","UCafdj_21rGmF-tWVKWk1EaQ","Hadeel Ibrahim","who got the background song is from Pokémon puzzle in Nintendo 64? ;)",2021-02-18 19:11:09
"UgxH-NyXU4PGU3Ocvul4AaABAg","UCO-psWUflUNfKp7VwKI5dGg","izan B.S","Queso",2021-02-18 17:01:53
"UgwuhfEjxW237wr3dPF4AaABAg","UCDMcI1ejGZvzCcC2osPK93Q","Samantha","I'm already exhausted just by looking at her",2021-02-18 16:38:16
"UgyAYfXU-ny9WBnKVch4AaABAg","UCFxVukZiUH6ahl4WhRfXr5A","Nicole Christy","if i'm not warm enough you say? i'm overheating right now lol",2021-02-18 14:24:19
"UgyfFuuyyrVwf9Wk6dh4AaABAg","UCUHnbbuLP9tbcG_H2WmWCNQ","NISHAT SOBHA","Toooooooo hot ❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️🥰😍😍😍😍",2021-02-18 08:44:13
"UgwIqUDOysqsYPJC-lx4AaABAg","UChTKw_kQaKPMznj6Zbgsb4A","ellecia gregory","I’ve not done any cardio workout of any kind in about 3 years because I quit PE at secondary school, I will say after no sleep doing this and the workout I am so beat, if you’re doing these be hydrated and well rested",2021-02-18 07:50:25
"Ugxkx1DaiVHG0KHl0Fl4AaABAg","UCxJy8cVra3CffSOhbsBkJzQ","r e n o .-","Not me getting tired with the arm exercise 😔✋🏻",2021-02-18 01:26:56
"UgwTsrZtiIcRiCccO7h4AaABAg","UCi1HJ5dt8-TIF7k7FX9s5jA","Rania Pond","Title : Do this warmup before your workouts
Me: Does this warmup AS my workout",2021-02-18 01:02:59
"UgxwJ56uj2hAZ-VWTEh4AaABAg","UCu-fp3PVBVDcrGjKCYWe8Tg","청아","아니...Warm Up도 힘든 나 뭐야......?.......심각하게 운동 부족이네...",2021-02-17 14:59:38
"UgzQTW1srlZdqNyNKOl4AaABAg","UCGob4XXafPz5GZ4BX6ECdlA","ProsPeace","Does your workouts also works for boys?",2021-02-17 08:26:42
"UgyyRZy0OfTeY1BCEP94AaABAg","UCJLv86JMWM3tUBOk3rHbFfg","ALEXAe","I almost fainted HFADHVKAHF lmao",2021-02-17 07:36:18
"Ugxghd77tWdpzXLFFi54AaABAg","UCO85Izo7NNnxj3RKsqp220Q","Emparla","On my way to my feel-good weight! :3",2021-02-17 07:15:27
"Ugztwoz8MyQImQKFrPd4AaABAg","UCJFOmTYuVFP6R_2imby3-Tg","Mrs Always Right","Keep on liking this comment so I remember to come back every day!  😊",2021-02-17 06:41:58
"UgwISRDJCU2aeqXxb2t4AaABAg","UCKyz94P4e7deV7IG0ATWq4Q","eren","guess whos sweating just with a warm up",2021-02-16 21:11:46
"UgxrI5Hsxe47QYU-36t4AaABAg","UC02vibNMlDwR1MZtKEV2OnQ","Olga Frolova","This is my first time doing the warm up without any breaks at all. I don’t feel as tired as usually, and I am on day 6 summer shred. Thank you Chloe <3",2021-02-16 20:25:41
"UgxQ8L_fS-7RB7-nShd4AaABAg","UCMineLGSRfLmZcoyyvuRXJA","Denmar Leche","Im here for my PE class Thank you. You are very sexy i love it😍❤",2021-02-16 04:39:10
"Ugwv7lTWchj6qH9YT-F4AaABAg","UCa4DAlke48AWbmIBVUup4CA","georgia lol","who’s back her again :)",2021-02-16 01:18:46
"Ugx_llF9N67KQCIWvj54AaABAg","UC5vdmegtVqfTjYIqs5d3CTw","gamze","Öldürüyon bizi Chloe 🥵",2021-02-16 00:39:52
"UgzefebY7S6gU9I7qAN4AaABAg","UCQrGwMPX630jefwAMQqLcjQ","Charlotte Cox","day 1 ✅ 
day 2 ✅
day 3 ✅
day 4 ✅
day 5 ✅
day 6 ✅
day 7 (rest day) ✅
day 8 ✅

you got this ❤️😁",2021-02-15 23:01:23
"Ugyeigyly3iIpp4oZGF4AaABAg","UCwmqd59zgi2KVDsn_S7VwIg","She Is Nuer","The way I'm gasping for air omg",2021-02-15 22:42:14
"UgybFBxntccpypoor5l4AaABAg","UCDCPESoWUhB6hPuz19iUPxw","Andrea Dimmick","Day 1 of the 2 Week Shred Challenge, I'm not weighing/taking measurements, that's a numbers game that messes with my head. I want to lose the bulges and fit into clothes that have been sitting in my wardrobe for too long. Thank you Chloe, for making these available to everyone xx",2021-02-15 18:21:26
"UgyJUKCuz9iylBar5vR4AaABAg","UC4IKdh4Q-SGMtL7I_4k5fCw","Ellie Duff","These kind of comments are always on her more intense videos but I FINALLY made it through this whole video without taking a break or skipping a move! It's so exciting to see that I'm improving!",2021-02-15 18:01:09
"UgwDjoP7jBkNII-kt854AaABAg","UC7ypFKymBBhde2Nifgi0ATQ","Vick H. Arts","Thank you for this warm up! If you pace it to the music it's great for bringing up your HR! I do 2-3x this warm up since it's SO low impact and then your newest cool down. I've done the shred workout routine before but it's not low impact enough. And even though I'm doing the same 2 videos all week, it's been really nice to look forward to your videos every other day. I feel so much more flexible and energized since starting this ""routine"" a couple weeks ago! I really enjoy the low impact and mostly upright workout videos!!",2021-02-15 16:46:21
"Ugx8JGwyRklj-ziHC8h4AaABAg","UCTasqAWhXGALwWcJR2ASoOw","Elle Holli","Day 26: summer shred
Yesterday was a terrible day. My heart hurts and all I want to do it lay in bed and cry. I am not going to do that. I am going to carry on and look towards better days.",2021-02-15 14:08:55
"Ugx12eP64dhTs_hxOfx4AaABAg","UCACvwB62pmHDcMYzYFQobrg","serenyaa","The song is so chill, the workouts aren't hard and exhausting and now that I've done it I feel so energised and readyyy",2021-02-15 07:43:26
"UgwzBB6q6BJDhx2uXfl4AaABAg","UCDYEF_hJ5J-DlnYtzlAXHnQ","Ankita Dey","I have got my desired result but if I stop doing it then will I gain weight and have my old shape",2021-02-15 07:34:25
"UgzsByVPy_04zougV6R4AaABAg","UC0VvJZ2uYol9ffL1OJezNlw","Mia Daly","Honestly I’m not doing the diet thing because it doesn’t really work for me so I’m just going to exercise more ;)",2021-02-14 23:29:19
"Ugw90inrUK96bch98vx4AaABAg","UCC-sqCUO2-ngxWmjv40h_bA","Bryan Chavez","The",2021-02-14 20:09:49
"UgxF0lxVa6YRIPPdEjd4AaABAg","UCgcOsrljBJJp59x33eaoWXQ","Büşra Hüner","Aga be",2021-02-14 18:01:21
"UgxsmlSGqjZaTRiTgCV4AaABAg","UCF0iFJmQYkvjeH5CfQTLPjg","Angela Muturi","This was great to get me ready for my workout, it got my muscles warm and my heart rate up! I’m going to keep coming back to it - Thank you!!",2021-02-14 15:32:18
"UgxfPAS8hOS_pOf7vnR4AaABAg","UCxO9lyc7sA-mffnHwaksBlA","zero 00","Lets go today!",2021-02-14 12:47:55
"UgxKost6p0lEr0708oB4AaABAg","UCWsGBeHPFDSGRtwa5Wj3tug","Artsy Sophia","my legs got cramp at 4:22 !!!",2021-02-14 11:58:33
"UgyC8hCWRTW9t4GbjAV4AaABAg","UCq9Q6PoGMMID6vB6iBX3uKw","anouch garrivier","thank you so mutch for this warn up routin :)",2021-02-14 11:41:07
"Ugx-MX5I2gjBc6Kxy7R4AaABAg","UCE2uDT7zSKxH52vC8Ix-XXQ","александра лис","Спасибо, я умер",2021-02-14 10:20:22
"UgwXObgpGhcJmbgZkbp4AaABAg","UCWamwQufe7qsgIdtU4L2uyg","Bel la","So.. I haven’t done any workout in 8 months and am absolutely NOT having any muscles! I really don’t even know how I can still walk.. BUT I want to start working out now and build up strength!! Until now I have always trouble doing sports for more than 3 minutes.. I think if I do this and another workout everyday I’ll build up strength and get better and better everyday..",2021-02-14 10:10:29
"Ugw0xpYyhVDC7sJjeiV4AaABAg","UCKjnu00hgovRjYxiCtsoqOQ","H Malik","i'm surprised i'm not dead already lol",2021-02-14 08:24:54
"UgwNC7Z6BRqq9Uta5bF4AaABAg","UCDrmas_SYXBucXxDuWme-dQ","Sena İpçioğlu","DAY 2",2021-02-14 06:35:35
"Ugy0qhK2gUBMPa1HBg94AaABAg","UCDKZPxvLKRISy-4w5Mt4Hfw","Gina Kiana","Is there something we can do instead of Cross Jacks? :D love ur videos <3",2021-02-14 04:38:16
"Ugy2oggLfCn3Ml8X_7x4AaABAg","UCJUZveaqv9ZAFHntPDLjCtg","Someone","Hi everyone, I decided to give this challenge a try. starting today 14-2-2021, will see what will happen after 2 weeks. Wish me luck",2021-02-14 03:04:55
"Ugy6JzZ12-lgYzCEIy14AaABAg","UCYHtuVbc2AJjLvttmPfd5Iw","iamChristine","6 minutes never seemed so long and tiresome",2021-02-14 01:52:10
"Ugz7dLB-8bJRulM4Gj14AaABAg","UCnzUlDithT4IXo3dOCAirdA","Maria Qadri","When you realize the “warm ups” feel like the actual work out 😂😭💀 I’m wheezing.",2021-02-13 22:19:02
"UgxNvZL1VWBXswwB8Wx4AaABAg","UC7MWBCzUXJD-S_V8haTw0PQ","FizzyDrinkzPlayzz","Its not even been 5mins and im exusted",2021-02-13 15:53:52
"UgwRFHcq-ytEnKG2LK14AaABAg","UC-YvZeDlCiqq5Zlb0VaauHg","enjy ahmed","Learn us how to stand in our place while jumping through our work out",2021-02-13 14:39:45
"UgyZurl3_T24OCPokO94AaABAg","UCLa2DpNzU1qVLCUaM0AWv7Q","Kaviya J","I feel like my body is gonna dismantle itself soon😵... And it's JUST an ""WARM UP""..",2021-02-13 13:27:05
"UgxhGFBHzqAa0MzgfuJ4AaABAg","UCvFSQcNkmoOW-KrEHhXRQCw","rockingrockcat","Literally using this warm up routine as my workout.",2021-02-13 09:48:03
"UgymmeiNwlLE3vXIpdt4AaABAg","UC7VL4-p-Ayewp-r-lD94ACQ","sinem ünal","I M DYING",2021-02-12 19:11:51
"UgwHR-9xxjhA1xsZoRZ4AaABAg","UCeMTrFz3xTIr5fnGxV7cgAg","花hannah","I'm terrified that the music is so friendly",2021-02-12 17:15:53
"UgzIKIDLEI6LL5_IeLB4AaABAg","UCPDMOM3pNaw1RLCFU7dpBqQ","Eya Roces","I thought it was an exercise rather than a warm up😅😂😅😂😅😂",2021-02-12 11:06:39
"UgwFsDrazwP9b3UM4ul4AaABAg","UCPRuDk7Fwse1jrxrevfQEXg","lil' ghost rat","I got ambitious and stopped doing this before my workouts, as well as doing every workout with no break (used to do 10 mins break between videos). I ended up pinching a nerve near my damaged elbow. Lesson learnt hahaha warmups are very important.",2021-02-12 10:48:36
"UgxrQAR59rwAEns3UN14AaABAg","UCsN48kxWARuKi-10V_FDg5w","bella rica","Thank you!<3",2021-02-12 00:56:03
